Fecha,Hora,Nivel_Escolar,Marca,Inventario_Inicial,Ventas,Inventario_Final
2025-08-05,16,Primaria 1°,TopKids,61,15,46
2025-08-05,16,Primaria 2°,TopKids,255,11,244
2025-08-05,16,Primaria 2°,EduMax,91,11,80
2025-08-05,16,Primaria 2°,EduMax,147,11,136
2025-08-05,16,Primaria 2°,TopKids,241,6,235
2025-08-05,16,Primaria 2°,EduMax,165,6,159
2025-08-05,16,Primaria 2°,SuperSchool,219,1,218
2025-08-05,16,Primaria 2°,TopKids,281,8,273
2025-08-05,16,Primaria 2°,TopKids,101,22,79
2025-08-05,16,Primaria 2°,TopKids,169,7,162
2025-08-05,16,Primaria 2°,TopKids,152,4,148
2025-08-05,16,Primaria 2°,SuperSchool,189,6,183
2025-08-05,16,Primaria 2°,EduMax,189,11,178
2025-08-05,16,Primaria 2°,TopKids,166,5,161
2025-08-05,16,Primaria 2°,EduMax,102,24,78
2025-08-05,16,Primaria 2°,SuperSchool,62,22,40
2025-08-05,16,Primaria 2°,EduMax,234,20,214
2025-08-05,16,Primaria 2°,EduMax,53,11,42
2025-08-05,16,Primaria 2°,SuperSchool,56,14,42
2025-08-05,16,Primaria 2°,EduMax,60,22,38
2025-08-05,16,Primaria 3°,TopKids,222,23,199
2025-08-05,16,Primaria 3°,EduMax,77,11,66
2025-08-05,16,Primaria 3°,TopKids,106,22,84
2025-08-05,16,Primaria 3°,SuperSchool,260,1,259
2025-08-05,16,Primaria 3°,EduMax,127,3,124
2025-08-05,16,Primaria 3°,EduMax,141,17,124
2025-08-05,16,Primaria 3°,TopKids,257,14,243
2025-08-05,16,Primaria 3°,EduMax,293,13,280
2025-08-05,16,Primaria 3°,TopKids,159,24,135
2025-08-05,16,Primaria 3°,SuperSchool,228,6,222
2025-08-05,16,Primaria 3°,EduMax,96,21,75
2025-08-05,16,Primaria 3°,EduMax,293,6,287
2025-08-05,16,Primaria 3°,TopKids,266,10,256
2025-08-05,16,Primaria 4°,EduMax,130,18,112
2025-08-05,16,Primaria 4°,SuperSchool,218,10,208
2025-08-05,16,Primaria 4°,EduMax,234,7,227
2025-08-05,16,Primaria 4°,SuperSchool,99,6,93
2025-08-05,16,Primaria 4°,TopKids,101,1,100
2025-08-05,16,Primaria 4°,SuperSchool,285,21,264
2025-08-05,16,Primaria 4°,EduMax,53,17,36
2025-08-05,16,Primaria 4°,TopKids,295,4,291
2025-08-05,16,Primaria 4°,SuperSchool,120,18,102
2025-08-05,16,Primaria 4°,SuperSchool,238,3,235
2025-08-05,16,Primaria 4°,SuperSchool,201,19,182
2025-08-05,16,Primaria 5°,EduMax,293,11,282
2025-08-05,16,Primaria 5°,TopKids,81,14,67
2025-08-05,16,Primaria 5°,SuperSchool,195,16,179
2025-08-05,16,Primaria 5°,TopKids,96,4,92
2025-08-05,16,Primaria 5°,SuperSchool,66,7,59
2025-08-05,16,Primaria 5°,EduMax,267,16,251
2025-08-05,16,Primaria 5°,TopKids,282,4,278
2025-08-05,16,Primaria 5°,EduMax,207,22,185
2025-08-05,16,Primaria 6°,EduMax,157,12,145
2025-08-05,16,Primaria 6°,EduMax,85,18,67
2025-08-05,16,Primaria 6°,EduMax,230,7,223
2025-08-05,16,Primaria 6°,SuperSchool,50,23,27
2025-08-05,16,Primaria 6°,EduMax,286,6,280
2025-08-05,16,Primaria 6°,EduMax,93,8,85
2025-08-05,16,Primaria 6°,EduMax,68,5,63
2025-08-05,16,Primaria 6°,EduMax,144,5,139
2025-08-05,16,Primaria 6°,EduMax,298,10,288
2025-08-05,16,Primaria 6°,SuperSchool,251,5,246
2025-08-05,16,Primaria 6°,EduMax,143,7,136
2025-08-05,16,Primaria 6°,SuperSchool,295,21,274
2025-08-05,16,Primaria 6°,TopKids,78,1,77
2025-08-05,16,Primaria 6°,TopKids,239,21,218
2025-08-05,16,Primaria 6°,TopKids,51,20,31
2025-08-06,9,Preescolar,SuperSchool,221,22,199
2025-08-06,9,Preescolar,EduMax,52,7,45
2025-08-06,9,Preescolar,TopKids,259,12,247
2025-08-06,9,Preescolar,EduMax,214,1,213
2025-08-06,9,Preescolar,TopKids,144,11,133
2025-08-06,9,Preescolar,TopKids,259,4,255
2025-08-06,9,Preescolar,SuperSchool,147,24,123
2025-08-06,9,Preescolar,EduMax,243,12,231
2025-08-06,9,Preescolar,TopKids,183,10,173
2025-08-06,9,Preescolar,SuperSchool,296,21,275
2025-08-06,9,Preescolar,TopKids,193,14,179
2025-08-06,9,Kínder,TopKids,168,17,151
2025-08-06,9,Kínder,SuperSchool,235,13,222
2025-08-06,9,Kínder,EduMax,209,5,204
2025-08-06,9,Kínder,TopKids,246,10,236
2025-08-06,9,Kínder,SuperSchool,273,10,263
2025-08-06,9,Kínder,TopKids,88,15,73
2025-08-06,9,Kínder,TopKids,206,15,191
2025-08-06,9,Kínder,TopKids,132,10,122
2025-08-06,9,Kínder,SuperSchool,256,3,253
2025-08-06,9,Kínder,EduMax,189,15,174
2025-08-06,9,Kínder,EduMax,126,19,107
2025-08-06,9,Primaria 1°,TopKids,171,20,151
2025-08-06,9,Primaria 1°,TopKids,181,19,162
2025-08-06,9,Primaria 1°,SuperSchool,244,13,231
2025-08-06,9,Primaria 1°,TopKids,65,13,52
2025-08-06,9,Primaria 1°,TopKids,289,9,280
2025-08-06,9,Primaria 1°,EduMax,126,21,105
2025-08-06,9,Primaria 1°,SuperSchool,120,15,105
2025-08-06,9,Primaria 2°,EduMax,275,9,266
2025-08-06,9,Primaria 2°,EduMax,201,17,184
2025-08-06,9,Primaria 2°,SuperSchool,221,1,220
2025-08-06,9,Primaria 2°,EduMax,284,16,268
2025-08-06,9,Primaria 2°,EduMax,249,24,225
2025-08-06,9,Primaria 2°,SuperSchool,266,18,248
2025-08-06,9,Primaria 2°,SuperSchool,258,14,244
2025-08-06,9,Primaria 2°,EduMax,218,4,214
2025-08-06,9,Primaria 2°,SuperSchool,72,11,61
2025-08-06,9,Primaria 2°,EduMax,288,5,283
2025-08-06,9,Primaria 2°,TopKids,74,18,56
2025-08-06,9,Primaria 3°,SuperSchool,92,14,78
2025-08-06,9,Primaria 3°,EduMax,108,19,89
2025-08-06,9,Primaria 3°,TopKids,209,15,194
2025-08-06,9,Primaria 3°,SuperSchool,281,20,261
2025-08-06,9,Primaria 3°,SuperSchool,117,14,103
2025-08-06,9,Primaria 3°,SuperSchool,275,16,259
2025-08-06,9,Primaria 3°,TopKids,203,8,195
2025-08-06,9,Primaria 3°,EduMax,257,24,233
2025-08-06,9,Primaria 3°,TopKids,143,13,130
2025-08-06,9,Primaria 3°,SuperSchool,246,20,226
2025-08-06,9,Primaria 3°,EduMax,131,15,116
2025-08-06,9,Primaria 3°,EduMax,115,10,105
2025-08-06,9,Primaria 3°,TopKids,94,18,76
2025-08-06,9,Primaria 3°,TopKids,112,12,100
2025-08-06,9,Primaria 3°,TopKids,254,18,236
2025-08-06,9,Primaria 3°,TopKids,298,23,275
2025-08-06,9,Primaria 3°,TopKids,196,3,193
2025-08-06,9,Primaria 3°,TopKids,102,14,88
2025-08-06,9,Primaria 4°,EduMax,94,12,82
2025-08-06,9,Primaria 4°,SuperSchool,242,19,223
2025-08-06,9,Primaria 4°,TopKids,168,22,146
2025-08-06,9,Primaria 4°,TopKids,233,22,211
2025-08-06,9,Primaria 4°,TopKids,131,12,119
2025-08-06,9,Primaria 4°,TopKids,269,1,268
2025-08-06,9,Primaria 4°,TopKids,77,20,57
2025-08-06,9,Primaria 4°,SuperSchool,175,17,158
2025-08-06,9,Primaria 4°,SuperSchool,203,3,200
2025-08-06,9,Primaria 4°,EduMax,176,3,173
2025-08-06,9,Primaria 4°,EduMax,126,23,103
2025-08-06,9,Primaria 4°,EduMax,199,16,183
2025-08-06,9,Primaria 4°,TopKids,237,13,224
2025-08-06,9,Primaria 4°,EduMax,121,12,109
2025-08-06,9,Primaria 4°,TopKids,296,22,274
2025-08-06,9,Primaria 4°,SuperSchool,75,8,67
2025-08-06,9,Primaria 4°,SuperSchool,202,9,193
2025-08-06,9,Primaria 4°,SuperSchool,183,23,160
2025-08-06,9,Primaria 5°,TopKids,220,11,209
2025-08-06,9,Primaria 5°,TopKids,145,13,132
2025-08-06,9,Primaria 5°,TopKids,195,23,172
2025-08-06,9,Primaria 5°,TopKids,274,21,253
2025-08-06,9,Primaria 5°,SuperSchool,152,23,129
2025-08-06,9,Primaria 5°,TopKids,94,12,82
2025-08-06,9,Primaria 5°,EduMax,137,19,118
2025-08-06,9,Primaria 6°,TopKids,219,7,212
2025-08-06,9,Primaria 6°,EduMax,225,20,205
2025-08-06,9,Primaria 6°,TopKids,183,9,174
2025-08-06,9,Primaria 6°,SuperSchool,158,21,137
2025-08-06,9,Primaria 6°,EduMax,89,16,73
2025-08-06,9,Primaria 6°,SuperSchool,126,17,109
2025-08-06,9,Primaria 6°,TopKids,197,5,192
2025-08-06,9,Primaria 6°,EduMax,166,17,149
2025-08-06,9,Primaria 6°,SuperSchool,243,18,225
2025-08-06,9,Primaria 6°,SuperSchool,183,11,172
2025-08-06,9,Primaria 6°,SuperSchool,87,6,81
2025-08-06,9,Primaria 6°,SuperSchool,124,14,110
2025-08-06,9,Primaria 6°,EduMax,217,3,214
2025-08-06,9,Primaria 6°,TopKids,166,3,163
2025-08-06,9,Primaria 6°,SuperSchool,201,19,182
2025-08-06,9,Primaria 6°,EduMax,241,17,224
2025-08-06,9,Primaria 6°,SuperSchool,137,13,124
2025-08-06,9,Primaria 6°,TopKids,239,1,238
2025-08-06,9,Primaria 6°,SuperSchool,222,17,205
2025-08-06,10,Preescolar,EduMax,284,2,282
2025-08-06,10,Preescolar,SuperSchool,193,2,191
2025-08-06,10,Preescolar,SuperSchool,196,23,173
2025-08-06,10,Preescolar,TopKids,74,16,58
2025-08-06,10,Preescolar,EduMax,292,9,283
2025-08-06,10,Preescolar,SuperSchool,91,19,72
2025-08-06,10,Preescolar,SuperSchool,211,16,195
2025-08-06,10,Preescolar,TopKids,195,2,193
2025-08-06,10,Preescolar,SuperSchool,174,13,161
2025-08-06,10,Preescolar,EduMax,70,6,64
2025-08-06,10,Preescolar,SuperSchool,97,11,86
2025-08-06,10,Preescolar,TopKids,80,10,70
2025-08-06,10,Preescolar,EduMax,79,20,59
2025-08-06,10,Preescolar,EduMax,237,24,213
2025-08-06,10,Preescolar,SuperSchool,122,15,107
2025-08-06,10,Preescolar,TopKids,217,9,208
2025-08-06,10,Kínder,SuperSchool,203,4,199
2025-08-06,10,Kínder,SuperSchool,65,15,50
2025-08-06,10,Kínder,TopKids,170,20,150
2025-08-06,10,Kínder,SuperSchool,296,5,291
2025-08-06,10,Kínder,TopKids,195,15,180
2025-08-06,10,Kínder,EduMax,142,13,129
2025-08-06,10,Kínder,EduMax,158,10,148
2025-08-06,10,Kínder,SuperSchool,144,9,135
2025-08-06,10,Kínder,TopKids,289,14,275
2025-08-06,10,Kínder,SuperSchool,271,21,250
2025-08-06,10,Kínder,TopKids,148,5,143
2025-08-06,10,Kínder,SuperSchool,91,13,78
2025-08-06,10,Kínder,SuperSchool,61,5,56
2025-08-06,10,Kínder,EduMax,297,9,288
2025-08-06,10,Kínder,TopKids,179,22,157
2025-08-06,10,Kínder,TopKids,152,8,144
2025-08-06,10,Kínder,TopKids,134,23,111
2025-08-06,10,Primaria 1°,EduMax,267,19,248
2025-08-06,10,Primaria 1°,SuperSchool,296,18,278
2025-08-06,10,Primaria 1°,TopKids,258,13,245
2025-08-06,10,Primaria 1°,EduMax,202,13,189
2025-08-06,10,Primaria 1°,EduMax,152,10,142
2025-08-06,10,Primaria 1°,TopKids,119,3,116
2025-08-06,10,Primaria 1°,EduMax,148,18,130
2025-08-06,10,Primaria 1°,TopKids,167,20,147
2025-08-06,10,Primaria 1°,SuperSchool,260,22,238
2025-08-06,10,Primaria 1°,TopKids,237,19,218
2025-08-06,10,Primaria 1°,EduMax,160,16,144
2025-08-06,10,Primaria 1°,SuperSchool,117,15,102
2025-08-06,10,Primaria 1°,SuperSchool,285,23,262
2025-08-06,10,Primaria 1°,TopKids,232,14,218
2025-08-06,10,Primaria 1°,SuperSchool,260,6,254
2025-08-06,10,Primaria 1°,TopKids,79,19,60
2025-08-06,10,Primaria 1°,SuperSchool,266,16,250
2025-08-06,10,Primaria 2°,EduMax,281,19,262
2025-08-06,10,Primaria 2°,EduMax,269,16,253
2025-08-06,10,Primaria 2°,TopKids,91,17,74
2025-08-06,10,Primaria 2°,TopKids,222,13,209
2025-08-06,10,Primaria 2°,TopKids,204,10,194
2025-08-06,10,Primaria 2°,EduMax,85,6,79
2025-08-06,10,Primaria 2°,EduMax,264,6,258
2025-08-06,10,Primaria 2°,SuperSchool,175,23,152
2025-08-06,10,Primaria 2°,SuperSchool,223,24,199
2025-08-06,10,Primaria 2°,TopKids,75,19,56
2025-08-06,10,Primaria 2°,EduMax,275,3,272
2025-08-06,10,Primaria 2°,TopKids,215,14,201
2025-08-06,10,Primaria 2°,TopKids,139,16,123
2025-08-06,10,Primaria 2°,SuperSchool,103,24,79
2025-08-06,10,Primaria 2°,TopKids,271,8,263
2025-08-06,10,Primaria 2°,TopKids,69,16,53
2025-08-06,10,Primaria 2°,EduMax,108,7,101
2025-08-06,10,Primaria 2°,SuperSchool,158,1,157
2025-08-06,10,Primaria 2°,SuperSchool,240,8,232
2025-08-06,10,Primaria 3°,EduMax,245,3,242
2025-08-06,10,Primaria 3°,TopKids,180,22,158
2025-08-06,10,Primaria 3°,SuperSchool,153,7,146
2025-08-06,10,Primaria 3°,TopKids,50,16,34
2025-08-06,10,Primaria 3°,EduMax,248,12,236
2025-08-06,10,Primaria 3°,TopKids,90,11,79
2025-08-06,10,Primaria 3°,EduMax,166,1,165
2025-08-06,10,Primaria 3°,EduMax,112,4,108
2025-08-06,10,Primaria 3°,SuperSchool,282,17,265
2025-08-06,10,Primaria 3°,TopKids,225,5,220
2025-08-06,10,Primaria 3°,TopKids,165,15,150
2025-08-06,10,Primaria 3°,EduMax,148,20,128
2025-08-06,10,Primaria 4°,TopKids,161,17,144
2025-08-06,10,Primaria 4°,TopKids,131,18,113
2025-08-06,10,Primaria 4°,EduMax,255,18,237
2025-08-06,10,Primaria 4°,TopKids,128,6,122
2025-08-06,10,Primaria 4°,TopKids,64,18,46
2025-08-06,10,Primaria 4°,TopKids,57,15,42
2025-08-06,10,Primaria 4°,TopKids,239,15,224
2025-08-06,10,Primaria 4°,SuperSchool,154,2,152
2025-08-06,10,Primaria 4°,SuperSchool,209,20,189
2025-08-06,10,Primaria 4°,SuperSchool,62,1,61
2025-08-06,10,Primaria 4°,EduMax,239,15,224
2025-08-06,10,Primaria 4°,EduMax,170,2,168
2025-08-06,10,Primaria 4°,EduMax,295,7,288
2025-08-06,10,Primaria 4°,SuperSchool,296,6,290
2025-08-06,10,Primaria 4°,EduMax,185,22,163
2025-08-06,10,Primaria 4°,EduMax,258,5,253
2025-08-06,10,Primaria 4°,EduMax,138,24,114
2025-08-06,10,Primaria 4°,EduMax,142,20,122
2025-08-06,10,Primaria 5°,SuperSchool,294,22,272
2025-08-06,10,Primaria 5°,TopKids,278,16,262
2025-08-06,10,Primaria 5°,EduMax,171,17,154
2025-08-06,10,Primaria 5°,TopKids,66,16,50
2025-08-06,10,Primaria 5°,EduMax,296,2,294
2025-08-06,10,Primaria 5°,SuperSchool,216,2,214
2025-08-06,10,Primaria 5°,EduMax,183,17,166
2025-08-06,10,Primaria 5°,TopKids,266,5,261
2025-08-06,10,Primaria 5°,SuperSchool,197,16,181
2025-08-06,10,Primaria 6°,SuperSchool,214,8,206
2025-08-06,10,Primaria 6°,SuperSchool,246,10,236
2025-08-06,10,Primaria 6°,SuperSchool,115,9,106
2025-08-06,10,Primaria 6°,TopKids,149,22,127
2025-08-06,10,Primaria 6°,EduMax,71,2,69
2025-08-06,10,Primaria 6°,TopKids,206,6,200
2025-08-06,10,Primaria 6°,TopKids,159,1,158
2025-08-06,11,Preescolar,TopKids,242,1,241
2025-08-06,11,Preescolar,SuperSchool,265,4,261
2025-08-06,11,Preescolar,SuperSchool,131,11,120
2025-08-06,11,Preescolar,TopKids,81,1,80
2025-08-06,11,Preescolar,EduMax,154,23,131
2025-08-06,11,Preescolar,EduMax,111,16,95
2025-08-06,11,Kínder,TopKids,163,10,153
2025-08-06,11,Kínder,SuperSchool,62,24,38
2025-08-06,11,Kínder,EduMax,231,13,218
2025-08-06,11,Kínder,SuperSchool,278,11,267
2025-08-06,11,Kínder,TopKids,238,10,228
2025-08-06,11,Kínder,SuperSchool,128,18,110
2025-08-06,11,Primaria 1°,EduMax,292,2,290
2025-08-06,11,Primaria 1°,EduMax,245,3,242
2025-08-06,11,Primaria 1°,TopKids,297,18,279
2025-08-06,11,Primaria 1°,EduMax,56,8,48
2025-08-06,11,Primaria 1°,EduMax,263,1,262
2025-08-06,11,Primaria 1°,EduMax,98,20,78
2025-08-06,11,Primaria 1°,EduMax,156,21,135
2025-08-06,11,Primaria 1°,EduMax,127,9,118
2025-08-06,11,Primaria 1°,TopKids,224,12,212
2025-08-06,11,Primaria 1°,EduMax,228,24,204
2025-08-06,11,Primaria 1°,TopKids,247,20,227
2025-08-06,11,Primaria 2°,TopKids,215,8,207
2025-08-06,11,Primaria 2°,SuperSchool,231,17,214
2025-08-06,11,Primaria 2°,SuperSchool,73,15,58
2025-08-06,11,Primaria 2°,TopKids,132,22,110
2025-08-06,11,Primaria 2°,TopKids,234,23,211
2025-08-06,11,Primaria 2°,TopKids,111,22,89
2025-08-06,11,Primaria 2°,TopKids,261,19,242
2025-08-06,11,Primaria 2°,SuperSchool,91,2,89
2025-08-06,11,Primaria 2°,SuperSchool,80,16,64
2025-08-06,11,Primaria 2°,EduMax,296,17,279
2025-08-06,11,Primaria 2°,EduMax,191,23,168
2025-08-06,11,Primaria 2°,SuperSchool,256,14,242
2025-08-06,11,Primaria 3°,EduMax,244,24,220
2025-08-06,11,Primaria 3°,TopKids,196,12,184
2025-08-06,11,Primaria 3°,EduMax,84,18,66
2025-08-06,11,Primaria 3°,SuperSchool,178,20,158
2025-08-06,11,Primaria 3°,SuperSchool,270,6,264
2025-08-06,11,Primaria 3°,SuperSchool,114,19,95
2025-08-06,11,Primaria 3°,SuperSchool,268,21,247
2025-08-06,11,Primaria 3°,SuperSchool,65,12,53
2025-08-06,11,Primaria 3°,TopKids,110,22,88
2025-08-06,11,Primaria 3°,EduMax,129,1,128
2025-08-06,11,Primaria 3°,EduMax,241,11,230
2025-08-06,11,Primaria 3°,SuperSchool,170,23,147
2025-08-06,11,Primaria 4°,SuperSchool,120,12,108
2025-08-06,11,Primaria 4°,TopKids,211,14,197
2025-08-06,11,Primaria 4°,SuperSchool,245,14,231
2025-08-06,11,Primaria 4°,EduMax,65,7,58
2025-08-06,11,Primaria 4°,TopKids,51,10,41
2025-08-06,11,Primaria 4°,EduMax,174,17,157
2025-08-06,11,Primaria 4°,SuperSchool,189,6,183
2025-08-06,11,Primaria 4°,EduMax,81,9,72
2025-08-06,11,Primaria 4°,SuperSchool,231,15,216
2025-08-06,11,Primaria 4°,SuperSchool,107,6,101
2025-08-06,11,Primaria 4°,TopKids,195,6,189
2025-08-06,11,Primaria 5°,SuperSchool,72,23,49
2025-08-06,11,Primaria 5°,EduMax,254,7,247
2025-08-06,11,Primaria 5°,TopKids,93,1,92
2025-08-06,11,Primaria 5°,TopKids,85,13,72
2025-08-06,11,Primaria 5°,TopKids,241,5,236
2025-08-06,11,Primaria 5°,SuperSchool,179,23,156
2025-08-06,11,Primaria 5°,EduMax,146,16,130
2025-08-06,11,Primaria 5°,TopKids,87,23,64
2025-08-06,11,Primaria 5°,EduMax,206,3,203
2025-08-06,11,Primaria 5°,TopKids,116,23,93
2025-08-06,11,Primaria 5°,SuperSchool,83,1,82
2025-08-06,11,Primaria 5°,SuperSchool,218,23,195
2025-08-06,11,Primaria 5°,TopKids,52,18,34
2025-08-06,11,Primaria 5°,TopKids,184,9,175
2025-08-06,11,Primaria 5°,SuperSchool,110,14,96
2025-08-06,11,Primaria 5°,EduMax,152,10,142
2025-08-06,11,Primaria 5°,TopKids,139,2,137
2025-08-06,11,Primaria 6°,SuperSchool,175,17,158
2025-08-06,11,Primaria 6°,SuperSchool,123,19,104
2025-08-06,11,Primaria 6°,TopKids,288,10,278
2025-08-06,11,Primaria 6°,TopKids,241,12,229
2025-08-06,11,Primaria 6°,SuperSchool,81,15,66
2025-08-06,11,Primaria 6°,EduMax,204,17,187
2025-08-06,11,Primaria 6°,EduMax,236,18,218
2025-08-06,11,Primaria 6°,EduMax,179,4,175
2025-08-06,11,Primaria 6°,EduMax,248,13,235
2025-08-06,11,Primaria 6°,TopKids,138,23,115
2025-08-06,11,Primaria 6°,EduMax,240,1,239
2025-08-06,11,Primaria 6°,TopKids,123,5,118
2025-08-06,11,Primaria 6°,TopKids,166,6,160
2025-08-06,11,Primaria 6°,SuperSchool,222,24,198
2025-08-06,11,Primaria 6°,EduMax,169,1,168
2025-08-06,11,Primaria 6°,SuperSchool,265,5,260
2025-08-06,11,Primaria 6°,SuperSchool,179,24,155
2025-08-06,11,Primaria 6°,SuperSchool,117,17,100
2025-08-06,12,Preescolar,SuperSchool,99,16,83
2025-08-06,12,Preescolar,EduMax,217,11,206
2025-08-06,12,Preescolar,SuperSchool,198,18,180
2025-08-06,12,Preescolar,TopKids,206,24,182
2025-08-06,12,Preescolar,EduMax,158,17,141
2025-08-06,12,Kínder,EduMax,289,20,269
2025-08-06,12,Kínder,SuperSchool,94,18,76
2025-08-06,12,Kínder,SuperSchool,122,14,108
2025-08-06,12,Kínder,SuperSchool,206,4,202
2025-08-06,12,Kínder,EduMax,197,24,173
2025-08-06,12,Kínder,TopKids,156,12,144
2025-08-06,12,Primaria 1°,SuperSchool,128,15,113
2025-08-06,12,Primaria 1°,SuperSchool,296,19,277
2025-08-06,12,Primaria 1°,EduMax,229,14,215
2025-08-06,12,Primaria 1°,SuperSchool,131,21,110
2025-08-06,12,Primaria 1°,TopKids,243,1,242
2025-08-06,12,Primaria 1°,EduMax,68,17,51
2025-08-06,12,Primaria 1°,SuperSchool,125,17,108
2025-08-06,12,Primaria 1°,TopKids,180,11,169
2025-08-06,12,Primaria 1°,SuperSchool,104,3,101
2025-08-06,12,Primaria 1°,SuperSchool,167,7,160
2025-08-06,12,Primaria 1°,EduMax,95,4,91
2025-08-06,12,Primaria 1°,SuperSchool,103,1,102
2025-08-06,12,Primaria 1°,SuperSchool,74,10,64
2025-08-06,12,Primaria 2°,EduMax,249,7,242
2025-08-06,12,Primaria 2°,EduMax,193,20,173
2025-08-06,12,Primaria 2°,TopKids,282,14,268
2025-08-06,12,Primaria 2°,TopKids,203,14,189
2025-08-06,12,Primaria 2°,TopKids,210,13,197
2025-08-06,12,Primaria 2°,TopKids,244,20,224
2025-08-06,12,Primaria 2°,SuperSchool,203,11,192
2025-08-06,12,Primaria 2°,EduMax,191,12,179
2025-08-06,12,Primaria 2°,EduMax,98,12,86
2025-08-06,12,Primaria 2°,EduMax,93,1,92
2025-08-06,12,Primaria 3°,EduMax,265,2,263
2025-08-06,12,Primaria 3°,EduMax,198,16,182
2025-08-06,12,Primaria 3°,EduMax,283,9,274
2025-08-06,12,Primaria 3°,TopKids,128,13,115
2025-08-06,12,Primaria 3°,TopKids,130,16,114
2025-08-06,12,Primaria 3°,EduMax,133,20,113
2025-08-06,12,Primaria 3°,TopKids,95,3,92
2025-08-06,12,Primaria 3°,TopKids,61,8,53
2025-08-06,12,Primaria 3°,EduMax,149,14,135
2025-08-06,12,Primaria 3°,TopKids,211,12,199
2025-08-06,12,Primaria 3°,SuperSchool,287,6,281
2025-08-06,12,Primaria 3°,SuperSchool,241,4,237
2025-08-06,12,Primaria 3°,EduMax,67,12,55
2025-08-06,12,Primaria 3°,TopKids,295,21,274
2025-08-06,12,Primaria 3°,TopKids,281,7,274
2025-08-06,12,Primaria 3°,TopKids,55,20,35
2025-08-06,12,Primaria 3°,TopKids,102,11,91
2025-08-06,12,Primaria 4°,TopKids,236,5,231
2025-08-06,12,Primaria 4°,TopKids,192,3,189
2025-08-06,12,Primaria 4°,EduMax,118,23,95
2025-08-06,12,Primaria 4°,SuperSchool,86,9,77
2025-08-06,12,Primaria 4°,TopKids,180,6,174
2025-08-06,12,Primaria 4°,SuperSchool,203,21,182
2025-08-06,12,Primaria 4°,SuperSchool,170,11,159
2025-08-06,12,Primaria 4°,EduMax,121,10,111
2025-08-06,12,Primaria 4°,SuperSchool,84,23,61
2025-08-06,12,Primaria 5°,TopKids,63,10,53
2025-08-06,12,Primaria 5°,EduMax,157,23,134
2025-08-06,12,Primaria 5°,EduMax,83,9,74
2025-08-06,12,Primaria 5°,EduMax,171,17,154
2025-08-06,12,Primaria 5°,SuperSchool,244,19,225
2025-08-06,12,Primaria 5°,SuperSchool,61,7,54
2025-08-06,12,Primaria 5°,EduMax,190,2,188
2025-08-06,12,Primaria 5°,EduMax,134,22,112
2025-08-06,12,Primaria 5°,SuperSchool,181,18,163
2025-08-06,12,Primaria 5°,SuperSchool,68,2,66
2025-08-06,12,Primaria 5°,SuperSchool,123,2,121
2025-08-06,12,Primaria 5°,EduMax,185,19,166
2025-08-06,12,Primaria 5°,TopKids,240,12,228
2025-08-06,12,Primaria 5°,SuperSchool,51,8,43
2025-08-06,12,Primaria 5°,EduMax,188,21,167
2025-08-06,12,Primaria 5°,EduMax,262,20,242
2025-08-06,12,Primaria 5°,SuperSchool,155,12,143
2025-08-06,12,Primaria 5°,SuperSchool,63,16,47
2025-08-06,12,Primaria 6°,EduMax,262,22,240
2025-08-06,12,Primaria 6°,SuperSchool,285,18,267
2025-08-06,12,Primaria 6°,EduMax,216,20,196
2025-08-06,12,Primaria 6°,TopKids,184,9,175
2025-08-06,12,Primaria 6°,SuperSchool,203,6,197
2025-08-06,12,Primaria 6°,EduMax,295,12,283
2025-08-06,12,Primaria 6°,EduMax,93,10,83
2025-08-06,12,Primaria 6°,TopKids,239,6,233
2025-08-06,12,Primaria 6°,SuperSchool,100,18,82
2025-08-06,12,Primaria 6°,EduMax,201,19,182
2025-08-06,13,Preescolar,SuperSchool,297,6,291
2025-08-06,13,Preescolar,SuperSchool,106,7,99
2025-08-06,13,Preescolar,SuperSchool,236,18,218
2025-08-06,13,Preescolar,SuperSchool,293,12,281
2025-08-06,13,Preescolar,EduMax,76,10,66
2025-08-06,13,Preescolar,EduMax,298,20,278
2025-08-06,13,Preescolar,EduMax,81,10,71
2025-08-06,13,Preescolar,EduMax,74,11,63
2025-08-06,13,Preescolar,TopKids,275,20,255
2025-08-06,13,Preescolar,EduMax,136,7,129
2025-08-06,13,Preescolar,SuperSchool,262,2,260
2025-08-06,13,Preescolar,EduMax,224,1,223
2025-08-06,13,Preescolar,SuperSchool,275,20,255
2025-08-06,13,Preescolar,TopKids,228,18,210
2025-08-06,13,Kínder,EduMax,195,14,181
2025-08-06,13,Kínder,EduMax,137,8,129
2025-08-06,13,Kínder,SuperSchool,79,12,67
2025-08-06,13,Kínder,SuperSchool,187,23,164
2025-08-06,13,Kínder,SuperSchool,188,2,186
2025-08-06,13,Kínder,EduMax,267,4,263
2025-08-06,13,Kínder,SuperSchool,224,13,211
2025-08-06,13,Kínder,SuperSchool,117,10,107
2025-08-06,13,Kínder,TopKids,259,5,254
2025-08-06,13,Kínder,EduMax,68,23,45
2025-08-06,13,Kínder,TopKids,103,16,87
2025-08-06,13,Kínder,SuperSchool,189,24,165
2025-08-06,13,Kínder,EduMax,102,8,94
2025-08-06,13,Kínder,EduMax,106,16,90
2025-08-06,13,Kínder,SuperSchool,203,22,181
2025-08-06,13,Kínder,SuperSchool,132,3,129
2025-08-06,13,Kínder,EduMax,153,12,141
