VIN,OEM,model_year,time,speed,odometer,geopos
F654J5DV77JS46566,Ford,2024,2025-11-29 11:07:58.987498,40,19621,"32.7221355,141.994053"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 01:58:08.165152,66,20010,"-3.087542,-35.563429"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 12:15:56.973727,57,20003,"-23.6224125,10.414596"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 15:25:04.123948,58,50003,"9.193022,-45.434024"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 22:54:49.679467,38,60007,"68.704146,-98.390358"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 17:53:44.151361,42,60005,"8.9981035,-100.634002"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 11:20:14.702909,117,20000,"74.397055,-1.839868"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 14:25:13.878430,41,40006,"26.683766,111.611582"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 20:00:00.812021,56,20008,"-47.837383,109.428669"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 19:05:25.090652,6,60000,"75.8696055,-114.371030"
F654J5DV77JS98654,Ford,2023,2025-11-29 16:30:01.713450,95,22112,"-6.106845,-92.203922"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 10:01:49.121144,100,10006,"18.3805585,-31.592700"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 12:53:16.886424,47,40007,"-46.2591145,-14.998520"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 08:39:07.603477,85,4003,"-0.071253,163.936116"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 03:57:54.851904,5,11053,"-10.6840475,-81.491801"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 14:34:30.075226,1,60010,"-79.662083,175.529062"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 07:29:43.777112,89,50009,"55.457541,-169.812077"
F654J5DV77JS46566,Ford,2024,2025-11-29 11:36:56.607638,23,19621,"-69.6475045,26.764631"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 22:01:46.269871,34,60008,"-69.6885925,-102.290648"
F654J5DV77JS46566,Ford,2024,2025-11-29 03:42:55.072226,114,19623,"44.529175,40.375098"
F654J5DV77JS46566,Ford,2024,2025-11-30 00:52:29.544648,112,19619,"53.9212205,125.744461"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 17:43:57.497225,86,4003,"-80.558004,-74.681716"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 03:03:26.931083,14,4006,"80.2543665,-129.391512"
F654J5DV77JS46566,Ford,2024,2025-11-29 11:40:04.149352,16,19617,"-35.958408,-177.173002"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 01:36:34.673719,1,50001,"57.4674555,-5.238123"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 03:45:06.176448,7,50000,"46.7084975,78.426922"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 18:12:46.332672,66,20005,"-34.680145,-100.365153"
LZB12345678901234,FAW,2023,2025-11-29 19:57:55.897089,25,8007,"34.892644,13.875183"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 12:01:26.493825,120,60006,"-5.4806135,123.510220"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 03:24:02.530447,60,3931,"-7.4687955,-163.692064"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 05:04:30.141719,39,13570,"12.8178905,-153.593810"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 20:15:06.617400,105,4004,"-27.131373,55.923818"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 12:26:14.316741,77,13568,"62.059966,32.281798"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 19:10:22.875244,53,60002,"58.2912105,141.200271"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 14:41:32.191897,7,4000,"34.1242015,-89.995158"
F654J5DV77JS46566,Ford,2024,2025-11-29 14:58:08.976305,83,19619,"59.9695115,129.503651"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 17:36:06.784003,84,13560,"85.769486,-156.997696"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 00:52:29.224895,71,20005,"50.1231225,-22.491036"
LZB12345678901234,FAW,2023,2025-11-29 02:40:06.850093,84,8002,"-62.7232075,-13.791779"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 03:36:17.241941,88,11060,"73.4592395,12.661994"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 20:18:41.322661,52,4002,"4.315498,154.745286"
F654J5DV77JS98654,Ford,2023,2025-11-29 05:49:57.257179,3,22110,"58.279181,10.331821"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 12:48:09.050955,19,40002,"44.3658245,-75.446588"
LZB12345678901234,FAW,2023,2025-11-29 10:25:46.549186,118,8005,"57.717263,18.415732"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 17:27:28.053855,113,11058,"-81.7586205,142.497070"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 05:09:19.440612,113,3934,"20.7267825,113.936393"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 10:51:55.150875,78,20000,"64.1848135,-65.015923"
LZB12345678901234,FAW,2023,2025-11-29 21:03:14.660023,84,8002,"20.2524375,64.145925"
F654J5DV77JS98654,Ford,2023,2025-11-30 00:01:04.614878,36,22108,"56.786470,178.260584"
F654J5DV77JS98654,Ford,2023,2025-11-29 23:06:41.706234,3,22106,"73.3278985,140.670998"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 16:34:23.066151,35,11055,"47.252464,-65.696038"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 23:11:41.086740,5,20005,"-33.3759355,-15.245192"
F654J5DV77JS98654,Ford,2023,2025-11-29 16:45:25.683268,18,22109,"-75.317068,-18.078571"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 07:53:48.471935,44,40002,"-25.0620435,-71.958523"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 20:04:33.066105,3,11054,"20.461347,-79.044846"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 22:18:39.914096,70,10010,"40.2866375,-172.812066"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 21:29:10.243212,15,4006,"37.4340935,119.222144"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 10:15:38.383691,96,20005,"42.3864965,83.085846"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 10:34:49.677864,106,4004,"48.6598765,74.500006"
F654J5DV77JS98654,Ford,2023,2025-11-29 15:01:53.528033,102,22114,"35.852993,-144.965469"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 14:56:13.567271,62,60001,"69.620360,-85.140710"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 17:04:14.425875,113,40010,"-80.6401565,-115.271153"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 03:45:39.741600,90,40005,"-64.2719395,-29.108199"
F654J5DV77JS98654,Ford,2023,2025-11-29 12:02:01.183305,93,22109,"-55.441254,99.444990"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 13:09:11.049444,18,3935,"19.2042905,138.875388"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 21:12:55.417758,46,50005,"-59.3858855,49.552636"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 20:27:39.281549,71,60008,"-20.040040,82.866358"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 10:36:21.607662,104,13563,"-3.1630815,20.749397"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 05:51:17.957816,12,60001,"21.623305,-145.051700"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 22:13:04.484880,91,40008,"3.329597,95.550595"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 08:37:51.767853,87,4007,"-45.283544,130.064892"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 08:50:41.070831,60,60001,"63.935793,-151.968785"
F654J5DV77JS98654,Ford,2023,2025-11-29 04:36:15.883489,59,22108,"-60.9605425,5.966720"
F654J5DV77JS98654,Ford,2023,2025-11-29 18:37:57.187575,98,22115,"-56.2248005,-174.769794"
F654J5DV77JS98654,Ford,2023,2025-11-29 11:24:32.711076,9,22108,"6.772312,122.823856"
F654J5DV77JS46566,Ford,2024,2025-11-29 17:53:05.278376,94,19616,"75.2625935,95.877911"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 08:19:55.087347,84,10002,"2.2012735,138.628044"
F654J5DV77JS46566,Ford,2024,2025-11-30 00:41:43.157640,5,19623,"79.0567885,64.662748"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 03:59:05.465147,93,13561,"54.467319,-99.173461"
F654J5DV77JS46566,Ford,2024,2025-11-29 14:29:52.710494,91,19625,"59.1654295,147.500610"
F654J5DV77JS46566,Ford,2024,2025-11-29 22:45:55.367265,45,19615,"-6.5983455,120.340375"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 22:13:41.374083,40,20003,"33.5694805,-102.384059"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 02:27:54.365338,40,50008,"-64.8100075,159.338117"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 00:14:14.185504,88,40004,"-37.5886735,31.617717"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 07:46:33.367061,18,20006,"83.2121055,104.437579"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 07:13:42.657605,57,40001,"74.396799,98.761973"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 04:22:39.740809,10,10004,"41.7950985,107.867371"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 00:48:22.666374,82,4006,"51.023345,33.102666"
LZB12345678901234,FAW,2023,2025-11-29 17:51:28.211679,17,8009,"64.9930545,-170.846424"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 00:33:24.157992,17,13562,"53.1009545,163.317760"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 15:58:11.004158,5,50007,"-85.7771485,47.042271"
LZB12345678901234,FAW,2023,2025-11-29 02:58:12.064898,117,8004,"60.533567,173.194155"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 23:33:00.743303,29,60002,"23.9055235,157.742720"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 20:35:05.843493,31,40009,"88.3089555,117.739353"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 15:12:21.208250,16,60009,"-12.3093815,177.289212"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 10:37:19.837718,116,50005,"-36.4772095,62.041686"
LZB12345678901234,FAW,2023,2025-11-29 06:31:22.605499,48,8005,"61.413024,-177.543680"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 16:34:44.122236,88,4006,"9.6130135,-62.791516"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 17:51:00.860465,27,20009,"26.7918915,-144.378306"
F654J5DV77JS98654,Ford,2023,2025-11-29 18:43:41.771983,61,22106,"1.5246995,25.365850"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 12:22:28.950119,7,50002,"-16.060213,63.335908"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 00:40:10.294578,69,40002,"87.585808,119.845585"
LZB12345678901234,FAW,2023,2025-11-29 17:37:38.232066,120,8001,"-1.687271,10.435825"
F654J5DV77JS98654,Ford,2023,2025-11-29 16:31:51.567792,38,22107,"-41.277469,139.062992"
F654J5DV77JS46566,Ford,2024,2025-11-29 08:34:59.857438,106,19620,"-79.7267305,54.417205"
F654J5DV77JS46566,Ford,2024,2025-11-29 22:24:38.625823,65,19620,"76.755559,54.378170"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 08:38:50.725068,10,4003,"-42.844183,116.935889"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 02:21:31.150063,21,10008,"70.4841025,-37.561079"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 02:22:36.604376,5,60008,"47.274581,21.007593"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 05:41:33.980124,118,10002,"-11.6080515,77.845525"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 15:03:41.905617,67,13569,"-73.3360225,158.738093"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 16:54:31.561238,87,40005,"-13.9464275,120.697285"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 15:51:50.299767,73,10008,"26.878117,-128.831455"
F654J5DV77JS46566,Ford,2024,2025-11-29 21:34:08.101690,62,19622,"70.3934355,-124.663853"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 17:39:23.930332,40,60000,"-52.081706,-171.930816"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 03:17:50.463469,69,60002,"-51.740374,-34.741167"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 09:58:16.547924,114,10008,"35.869413,-116.372817"
F654J5DV77JS98654,Ford,2023,2025-11-29 02:41:26.883363,101,22109,"25.592629,55.733290"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 15:17:06.509860,4,11053,"-70.755179,109.781136"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 20:46:22.470527,100,10007,"-34.879916,-17.765238"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 10:24:13.149038,7,3928,"65.900577,-55.778070"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 15:38:34.608339,53,60010,"-35.1973785,4.126052"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 01:20:50.687057,118,60007,"-18.3932715,-70.082550"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 10:06:15.783100,86,13564,"-81.725767,55.113983"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 18:30:16.628950,61,40005,"-12.621958,-171.142632"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 18:12:25.567392,13,20008,"58.8085865,50.628629"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 16:39:12.504884,108,60009,"-73.289508,-71.410078"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 19:54:31.980410,118,50002,"-22.598984,80.542073"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 19:38:21.708876,25,60002,"-44.139046,43.081346"
F654J5DV77JS46566,Ford,2024,2025-11-29 07:17:16.608648,5,19618,"-13.7771025,-144.188110"
LZB12345678901234,FAW,2023,2025-11-29 13:12:28.530132,71,8005,"7.8980715,-104.004578"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 02:31:40.417398,102,13560,"-17.3096645,-38.469705"
LZB12345678901234,FAW,2023,2025-11-29 04:09:04.498010,62,8007,"34.8387205,-126.396875"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 13:57:55.332784,105,60004,"38.249080,89.781614"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 02:01:11.830710,72,50001,"6.327463,-148.892780"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 16:59:15.165284,57,10010,"-84.7429405,-175.442373"
LZB12345678901234,FAW,2023,2025-11-29 02:42:08.497938,19,8000,"14.593606,99.404503"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 18:22:07.711914,50,40010,"43.0739545,174.486250"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 13:57:47.708233,36,4009,"44.641587,145.297247"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 21:39:09.191485,116,50006,"-66.486745,-103.091179"
LZB12345678901234,FAW,2023,2025-11-29 02:06:07.351327,45,8008,"-12.8384975,-77.615430"
F654J5DV77JS46566,Ford,2024,2025-11-29 18:29:17.960981,79,19623,"-50.024707,34.565516"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 23:21:09.892497,92,11056,"59.2097325,83.024496"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 23:42:00.466721,114,60007,"84.047292,96.540221"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 02:40:00.639949,120,10001,"-8.2859185,172.746437"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 15:00:00.285460,10,10007,"-67.875410,33.072484"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 11:55:52.234115,107,50010,"-57.539869,-143.580323"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 01:37:49.633264,22,4001,"-19.8317445,164.883235"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 13:12:45.206457,72,11050,"-26.113489,-100.414568"
LZB12345678901234,FAW,2023,2025-11-29 07:53:45.535326,32,8001,"26.708094,111.913602"
F654J5DV77JS98654,Ford,2023,2025-11-29 18:01:03.886682,10,22107,"-2.982052,93.711203"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 22:27:19.510354,110,11052,"86.8431825,-131.712509"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 18:07:16.113492,53,20003,"-8.2228785,-125.667226"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 13:05:36.712411,50,50005,"-86.0570555,4.414785"
LZB12345678901234,FAW,2023,2025-11-29 08:57:58.905250,72,8008,"-82.981566,61.752772"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 04:26:03.068645,109,11059,"78.5211945,-16.479764"
F654J5DV77JS98654,Ford,2023,2025-11-29 22:31:25.050121,82,22107,"17.6795075,-31.212777"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 09:40:49.186403,56,11050,"-81.291767,10.613102"
F654J5DV77JS98654,Ford,2023,2025-11-29 18:35:47.338307,44,22111,"-1.326500,158.681757"
F654J5DV77JS98654,Ford,2023,2025-11-29 09:20:12.905989,101,22106,"30.4700245,-88.722045"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 12:22:05.655149,98,3933,"58.332309,-3.422963"
F654J5DV77JS98654,Ford,2023,2025-11-29 05:25:31.246079,73,22106,"-89.764095,-156.530568"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 11:08:00.006629,3,60008,"57.759566,1.162772"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 11:09:12.769147,33,13562,"-15.7114355,177.473560"
F654J5DV77JS98654,Ford,2023,2025-11-29 22:24:52.567787,68,22110,"-72.580819,-14.911718"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 18:52:55.555872,56,20008,"-24.426941,-17.320341"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 15:36:07.584577,115,11059,"-20.0678545,173.577759"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 21:31:23.639477,25,13560,"-65.065946,9.272385"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 08:17:21.153977,35,20000,"54.500229,8.694379"
F654J5DV77JS98654,Ford,2023,2025-11-29 04:17:39.217274,6,22109,"-26.5838915,178.616274"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 18:11:34.444222,93,10002,"73.148253,-77.809622"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 00:35:18.493289,61,50005,"-64.123204,110.774399"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 09:03:53.745716,13,11050,"-85.952695,-24.651577"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 02:56:47.986136,11,13567,"-23.8354765,109.718052"
F654J5DV77JS98654,Ford,2023,2025-11-29 15:43:44.063358,114,22111,"-24.8894335,-158.288689"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 14:53:30.304844,77,50010,"-44.047298,166.788557"
F654J5DV77JS98654,Ford,2023,2025-11-29 07:06:04.356957,101,22109,"-0.7359105,-15.060986"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 05:59:13.932973,75,60007,"27.8729455,41.342714"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 11:12:55.706357,38,40001,"61.4318235,-24.801625"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 22:23:34.164191,40,13569,"10.4405915,-7.866748"
F654J5DV77JS46566,Ford,2024,2025-11-29 16:12:42.360198,25,19618,"81.787863,-95.933534"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 16:44:52.029689,35,40008,"-10.265259,86.461071"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 14:17:15.165104,67,11055,"43.312012,-134.527399"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 10:28:03.896394,57,60003,"39.6675555,-105.564912"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 23:43:45.314648,107,13569,"-63.8360835,-36.505070"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 08:36:40.836554,103,13567,"26.0829805,165.127882"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 09:32:12.336577,14,40007,"-60.2321535,74.175195"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 11:05:52.707678,105,3933,"-22.799624,77.792188"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 23:24:41.530609,21,3929,"-53.936611,-128.199722"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 18:27:14.806858,98,13563,"-87.996772,114.649056"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 00:26:04.308264,93,50001,"8.669188,136.742989"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 20:00:14.741330,54,40005,"-87.883755,-8.549680"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 08:27:42.254277,70,11055,"-38.7358885,138.056928"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 01:26:51.594505,87,40001,"7.5556785,-16.588834"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 07:43:45.402447,28,11056,"37.2175955,-28.344495"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 08:19:01.484897,44,20003,"-14.013442,63.404189"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 22:32:53.592677,84,20001,"7.839759,142.294509"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 19:13:25.031191,22,4009,"61.202361,-149.435821"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 10:43:46.436975,119,4001,"57.350984,-104.485571"
F654J5DV77JS98654,Ford,2023,2025-11-29 16:47:55.834419,70,22109,"-41.3704715,176.114788"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 04:24:35.693095,33,4002,"14.4790495,149.377781"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 11:07:28.890841,1,40008,"-61.3691095,8.332324"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 08:31:28.032451,118,11058,"56.1211255,-1.358117"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 23:21:50.756434,116,40007,"-56.600171,115.784067"
F654J5DV77JS46566,Ford,2024,2025-11-29 17:40:03.476347,4,19619,"-64.204563,130.942822"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 22:45:49.386157,55,4004,"45.460792,98.845007"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 22:04:44.090011,81,13569,"26.563069,-53.086047"
F654J5DV77JS46566,Ford,2024,2025-11-29 17:51:13.765484,116,19624,"-29.5355815,-36.308460"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 20:28:48.667011,69,10000,"71.9877465,-62.886643"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 12:03:03.102040,42,11050,"52.787590,27.274515"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 19:32:55.105864,38,11053,"-19.529194,58.273198"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 22:30:34.356644,55,13565,"-38.265384,80.086318"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 02:08:36.721924,70,10009,"-30.546340,16.002362"
F654J5DV77JS98654,Ford,2023,2025-11-29 07:55:59.204288,17,22112,"8.795375,156.185098"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 04:03:11.626693,27,10000,"73.395213,94.284148"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 10:16:44.652850,117,11055,"-37.625377,-42.761521"
F654J5DV77JS46566,Ford,2024,2025-11-29 23:52:48.913506,107,19620,"-27.7873975,-136.819080"
LZB12345678901234,FAW,2023,2025-11-29 11:27:02.371298,22,8010,"-33.945907,-162.838415"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 19:16:28.504551,32,60008,"85.308508,-20.305495"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 20:23:50.059723,89,3926,"35.4800595,2.576204"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 12:50:05.506654,97,4006,"13.092186,3.412619"
LZB12345678901234,FAW,2023,2025-11-29 11:23:39.847873,53,8009,"-63.782813,45.086873"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 11:13:12.934055,17,3999,"-59.873888,57.209920"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 01:43:59.907678,34,60005,"-45.353049,-79.764588"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 20:43:58.349893,27,11053,"-46.261837,174.893185"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 01:37:52.933732,62,3999,"28.462304,66.746164"
F654J5DV77JS98654,Ford,2023,2025-11-29 02:33:19.980899,24,22109,"-75.6455485,-72.652183"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 19:43:09.946765,108,10008,"47.782002,-130.789114"
F654J5DV77JS46566,Ford,2024,2025-11-29 23:17:45.614152,45,19618,"-66.934821,-81.412050"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 18:11:10.080055,117,10004,"15.564182,-98.751107"
F654J5DV77JS46566,Ford,2024,2025-11-29 03:24:10.789032,62,19621,"45.2255395,84.140107"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 18:28:55.410329,26,20003,"65.771796,6.645890"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 00:16:13.167160,2,13570,"-39.5829425,-135.717150"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 04:47:19.798694,85,3929,"34.391992,-165.745684"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 17:48:24.870934,70,10003,"56.6238505,-142.411836"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 11:24:16.394129,62,20002,"-69.582336,118.575146"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 02:55:54.048660,14,20003,"-76.3740495,110.320939"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 16:22:09.940333,17,20010,"71.911255,-116.142098"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-29 07:56:41.623972,91,60001,"88.7253705,-69.385728"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 15:47:49.068540,24,3926,"-88.396031,-66.381189"
LZB12345678901234,FAW,2023,2025-11-29 12:20:00.324809,7,8009,"22.6645485,104.422284"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 12:29:19.846610,10,13563,"78.5492165,66.523906"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 19:54:44.411494,43,4003,"28.7989105,103.311187"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 04:42:24.773806,46,4004,"-33.069873,-14.651488"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 16:23:44.214406,76,20004,"88.1997765,-29.889387"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-29 23:58:22.372808,65,3932,"14.6293655,-146.484158"
F654J5DV77JS46566,Ford,2024,2025-11-29 06:50:35.544990,43,19624,"-31.3405565,129.212280"
F654J5DV77JS98654,Ford,2023,2025-11-29 10:02:53.422845,66,22109,"85.7625045,-146.207785"
F654J5DV77JS46566,Ford,2024,2025-11-29 22:00:21.867872,30,19622,"34.0290995,62.017440"
